Name,Location,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Seats,New_Price,Price,Car_ID,Brand,Car_Age,Price_Per_Km,Mileage_kmkg,Mileage_kmpl,Fuel_Efficiency,Engine_In_CC,Car_Type,Power_In_BHP
Ford Fiesta 1.4 Duratorq Exi,Chennai,2006,89327,Diesel,Manual,Third,5,,1.55,A62V,Ford,19,1.74e-05,,17.8,high,1399.0,Sedan,68.0
Honda Cr-V 2.4 Mt,Chennai,2007,98000,Petrol,Manual,Second,5,,4.7,YYEI,Honda,18,4.8e-05,,10.8,medium,2354.0,SUV,152.0
Honda Jazz 1.2 Vx I Vtec,Kochi,2017,24700,Petrol,Manual,First,5,,7.07,WX53,Honda,8,0.0002862,,18.7,high,1199.0,Hatchback,88.7
Mercedes-Benz Gls 350D Grand Edition,Delhi,2018,6000,Diesel,Automatic,First,7,1.02 Cr,79.0,2VAH,Mercedes-Benz,7,0.0131667,,11.0,medium,2987.0,Luxury Car,258.0
Hyundai Grand I10 1.2 Kappa Sportz,Delhi,2018,9434,Petrol,Manual,First,5,6.71 Lakh,5.75,Q85K,Hyundai,7,0.0006095,,18.9,high,1197.0,Hatchback,81.86
Maruti Ritz Vxi,Mumbai,2012,29000,Petrol,Manual,First,5,,3.25,XP40,Maruti,13,0.0001121,,18.5,high,1197.0,Hatchback,85.8
Volkswagen Ameo 1.5 Tdi Highline At,Coimbatore,2017,22440,Diesel,Automatic,First,5,,8.89,AXCO,Volkswagen,8,0.0003962,,22.0,high,1498.0,Sedan,108.495
Honda City I Vtec Sv,Mumbai,2015,73070,Petrol,Manual,First,5,,5.9,TEOT,Honda,10,8.07e-05,,17.4,high,1497.0,Sedan,117.3
Honda Jazz 1.2 S I Vtec,Kolkata,2016,21771,Petrol,Manual,First,5,,4.95,O49A,Honda,9,0.0002274,,18.7,high,1199.0,Hatchback,88.7
Maruti Swift Ldi Bsiv,Delhi,2014,62000,Diesel,Manual,First,5,,3.75,YJ1J,Maruti,11,6.05e-05,,17.8,high,1248.0,Sedan,75.0
Hyundai Creta 1.6 Crdi At Sx Plus,Kochi,2017,37024,Diesel,Automatic,First,5,,10.97,20J0,Hyundai,8,0.0002963,,17.01,high,1582.0,Sedan,126.2
Audi A7 2011-2015 3.0 Tdi Quattro,Kochi,2014,60336,Diesel,Automatic,Second,5,,24.94,JVWD,Audi,11,0.0004134,,14.4,medium,2967.0,Luxury Car,241.4
Hyundai Eon D Lite Plus,Kolkata,2014,26008,Petrol,Manual,First,5,,1.97,SYOL,Hyundai,11,7.57e-05,,21.1,high,814.0,Hatchback,55.2
Ford Figo Diesel Exi,Jaipur,2010,90000,Diesel,Manual,Second,5,,1.4,QVOH,Ford,15,1.56e-05,,20.0,high,1399.0,Sedan,68.0
Volkswagen Ameo 1.2 Mpi Highline,Coimbatore,2018,35569,Petrol,Manual,First,5,8.68 Lakh,7.27,2BZD,Volkswagen,7,0.0002044,,17.0,high,1198.0,Hatchback,73.75
Renault Scala Diesel Rxl,Kolkata,2013,40000,Diesel,Manual,First,5,,4.0,P5HA,Renault,12,0.0001,,21.64,high,1461.0,Sedan,84.8
Honda Jazz 1.2 V I Vtec,Kolkata,2015,45000,Petrol,Manual,First,5,,4.75,Z604,Honda,10,0.0001056,,18.7,high,1199.0,Hatchback,88.7
Hyundai I20 1.2 Sportz,Delhi,2015,42000,Petrol,Manual,First,5,,5.1,XWTN,Hyundai,10,0.0001214,,17.0,high,1197.0,Hatchback,80.0
Audi A4 3.0 Tdi Quattro Premium,Coimbatore,2012,46913,Diesel,Automatic,First,5,,16.11,47PZ,Audi,13,0.0003434,,14.94,medium,2967.0,Luxury Car,241.4
Mahindra Ssangyong Rexton Rx7,Delhi,2014,62000,Diesel,Automatic,First,7,,10.55,HIGP,Mahindra,11,0.0001702,,11.18,medium,2696.0,Luxury Car,184.0
Toyota Fortuner 2.8 2Wd At,Ahmedabad,2017,15000,Diesel,Automatic,First,7,34.45 Lakh,30.0,QHMZ,Toyota,8,0.002,,12.9,medium,2755.0,Luxury Car,174.5
Skoda Octavia Classic 1.9 Tdi Mt,Kolkata,2002,69000,Diesel,Manual,First,5,,1.6,RUPN,Skoda,23,2.32e-05,,18.7,high,1896.0,SUV,66.0
Mercedes-Benz New C-Class 250 Cdi Classic,Hyderabad,2012,41367,Diesel,Automatic,First,5,,18.49,B97J,Mercedes-Benz,13,0.000447,,15.8,high,2148.0,SUV,170.0
Maruti Ciaz 1.4 Zeta,Kochi,2018,15982,Petrol,Manual,First,5,,9.96,9LHM,Maruti,7,0.0006232,,20.73,high,1373.0,Sedan,91.1
Maruti Swift Zdi,Hyderabad,2013,99595,Diesel,Manual,Second,5,,4.75,M35U,Maruti,12,4.77e-05,,22.9,high,1248.0,Sedan,74.0
Toyota Qualis Fs B3,Bangalore,2002,63000,Diesel,Manual,Third,10,,3.65,L90C,Toyota,23,5.79e-05,,13.1,medium,2446.0,SUV,75.0
Bmw 5 Series 2007-2010 525D Sedan,Delhi,2012,49000,Diesel,Automatic,Second,5,,15.5,G6RB,Bmw,13,0.0003163,,16.73,high,2495.0,SUV,218.0
Mitsubishi Pajero 2.8 Sfx Bsiii Dual Tone,Kochi,2013,48272,Diesel,Manual,First,6,,11.82,T7I8,Mitsubishi,12,0.0002449,,10.5,medium,2835.0,Luxury Car,116.9
Toyota Corolla H2,Delhi,2008,63000,Petrol,Manual,First,5,,2.05,0JCM,Toyota,17,3.25e-05,,13.4,medium,1794.0,SUV,125.0
Maruti Wagon R Lxi Cng,Ahmedabad,2016,77000,CNG,Manual,First,5,,3.3,PMBI,Maruti,9,4.29e-05,26.6,,high,998.0,Hatchback,58.16
Maruti Omni E Mpi Std Bs Iv,Mumbai,2013,11734,Petrol,Manual,First,8,,2.25,JHI3,Maruti,12,0.0001918,,16.8,high,796.0,Hatchback,34.2
Audi A6 2011-2015 2.0 Tdi,Kochi,2014,62012,Diesel,Automatic,First,5,,20.12,34VO,Audi,11,0.0003245,,17.68,high,1968.0,SUV,174.33
Hyundai Xcent 1.2 Kappa S Option Cng,Chennai,2017,46000,CNG,Manual,First,5,,4.95,IYVI,Hyundai,8,0.0001076,25.0,,medium,1197.0,Hatchback,81.86
Honda Jazz 1.5 S I Dtec,Coimbatore,2016,45449,Diesel,Manual,First,5,,7.48,3NAM,Honda,9,0.0001646,,27.3,high,1498.0,Sedan,98.6
Mercedes-Benz E-Class 200 Kompressor Elegance,Mumbai,2004,85000,Petrol,Automatic,Second,5,,5.5,H5Q6,Mercedes-Benz,21,6.47e-05,,10.5,medium,1796.0,SUV,157.7
Honda City 1.5 Exi,Jaipur,2005,88000,Petrol,Manual,Second,5,,1.7,W2W7,Honda,20,1.93e-05,,13.0,medium,1493.0,Sedan,100.0
Audi A4 2.0 Tdi,Kochi,2013,45330,Diesel,Automatic,First,5,,13.19,UZ6O,Audi,12,0.000291,,16.55,high,1968.0,SUV,147.51
Maruti Swift Dzire Vxi,Mumbai,2012,88000,Petrol,Manual,First,5,,3.85,TVHP,Maruti,13,4.38e-05,,19.1,high,1197.0,Hatchback,85.8
Maruti Dzire Vdi,Delhi,2016,45376,Diesel,Manual,First,5,8.58 Lakh,5.75,O0UU,Maruti,9,0.0001267,,28.4,high,1248.0,Sedan,73.75
Mahindra Xuv500 W8 4Wd,Pune,2014,81000,Diesel,Manual,First,7,,9.0,TYO5,Mahindra,11,0.0001111,,15.1,high,2179.0,SUV,140.0
Chevrolet Beat Lt,Kochi,2012,83381,Petrol,Manual,First,5,,2.21,5AEA,Chevrolet,13,2.65e-05,,18.6,high,1199.0,Hatchback,79.4
Ford Ecosport 1.5 Diesel Titanium Plus,Kochi,2017,78526,Diesel,Manual,First,5,12.67 Lakh,8.09,ZX5F,Ford,8,0.000103,,23.0,high,1498.0,Sedan,98.96
Bmw 5 Series 2013-2017 530D M Sport,Coimbatore,2017,27313,Diesel,Automatic,First,5,,48.63,ES0Z,Bmw,8,0.0017805,,14.69,medium,2993.0,Luxury Car,258.0
Audi Q5 30 Tdi Quattro Premium Plus,Coimbatore,2015,42747,Diesel,Automatic,Second,5,,39.47,VBRP,Audi,10,0.0009233,,14.16,medium,1968.0,SUV,174.3
Bmw X1 Sdrive 20D Xline,Coimbatore,2015,42265,Diesel,Automatic,Second,5,48.18 Lakh,22.24,EKE1,Bmw,10,0.0005262,,20.68,high,1995.0,SUV,190.0
Hyundai I10 Magna At,Mumbai,2009,21000,Petrol,Automatic,First,5,,2.6,GS4I,Hyundai,16,0.0001238,,19.2,high,1197.0,Hatchback,80.0
Hyundai Creta 1.6 Crdi At Sx Plus,Ahmedabad,2016,55100,Diesel,Automatic,First,5,,12.0,NL95,Hyundai,9,0.0002178,,17.01,high,1582.0,Sedan,126.2
Audi A4 2.0 Tdi 177 Bhp Premium Plus,Chennai,2014,70000,Diesel,Automatic,First,5,,18.0,AWH1,Audi,11,0.0002571,,17.11,high,1968.0,SUV,174.33
Mercedes-Benz S Class 2005 2013 S 350 L,Mumbai,2007,55000,Petrol,Automatic,Third,5,,9.99,XGL3,Mercedes-Benz,18,0.0001816,,10.13,medium,3498.0,Luxury Car,364.9
Hyundai I10 Magna,Kolkata,2012,58235,Petrol,Manual,First,5,,2.45,N4WA,Hyundai,13,4.21e-05,,20.36,high,1197.0,Hatchback,78.9
Ford Ecosport 1.5 Diesel Titanium,Mumbai,2017,26000,Diesel,Manual,First,5,11.89 Lakh,8.99,A26T,Ford,8,0.0003458,,23.0,high,1498.0,Sedan,98.96
Volkswagen Vento Diesel Highline,Kolkata,2011,35000,Diesel,Manual,First,5,,3.15,GNE1,Volkswagen,14,9e-05,,20.54,high,1598.0,Sedan,103.6
Maruti Dzire Zdi Plus,Jaipur,2017,24000,Diesel,Manual,First,5,10.48 Lakh,8.2,CZ01,Maruti,8,0.0003417,,28.4,high,1248.0,Sedan,73.75
Mahindra Scorpio 1.99 S10,Ahmedabad,2016,98000,Diesel,Manual,First,7,,11.5,1KU9,Mahindra,9,0.0001173,,15.4,high,1997.0,SUV,120.0
Hyundai I20 Asta 1.4 Crdi,Coimbatore,2016,44487,Diesel,Manual,First,5,,7.3,5QXO,Hyundai,9,0.0001641,,22.54,high,1396.0,Sedan,88.73
Maruti Alto Lxi,Chennai,2008,65000,Petrol,Manual,First,5,,1.59,4ZUF,Maruti,17,2.45e-05,,19.7,high,796.0,Hatchback,46.3
Hyundai I10 Magna,Delhi,2015,34951,Petrol,Manual,Second,5,,3.15,U0LR,Hyundai,10,9.01e-05,,20.36,high,1197.0,Hatchback,78.9
Mahindra Scorpio S6 7 Seater,Kolkata,2015,52373,Diesel,Manual,Second,7,,8.5,WNYS,Mahindra,10,0.0001623,,15.4,high,2179.0,SUV,120.0
Skoda Fabia 1.2L Diesel Classic,Hyderabad,2010,66285,Diesel,Manual,First,5,,3.0,G7PK,Skoda,15,4.53e-05,,19.5,high,1199.0,Hatchback,75.0
Bmw X5 Xdrive 30D,Mumbai,2012,66000,Diesel,Automatic,First,5,,21.0,KV8L,Bmw,13,0.0003182,,15.3,high,2993.0,Luxury Car,258.0
Honda Jazz 1.5 S I Dtec,Hyderabad,2016,43000,Diesel,Manual,First,5,,7.75,E658,Honda,9,0.0001802,,27.3,high,1498.0,Sedan,98.6
Mercedes-Benz E-Class 2009-2013 E 220 Cdi Avantgarde,Mumbai,2013,45200,Diesel,Automatic,First,5,,23.0,UJK8,Mercedes-Benz,12,0.0005088,,10.0,medium,2148.0,SUV,170.0
Mahindra Xuv500 At W10 Fwd,Mumbai,2016,41000,Diesel,Automatic,First,7,,13.75,HL9C,Mahindra,9,0.0003354,,16.0,high,2179.0,SUV,140.0
Honda City I Vtec Cvt Sv,Kochi,2017,39430,Petrol,Automatic,First,5,,8.29,IZTU,Honda,8,0.0002102,,18.0,high,1497.0,Sedan,117.3
Maruti Swift Vdi,Coimbatore,2014,83274,Diesel,Manual,First,5,,5.79,HLIB,Maruti,11,6.95e-05,,22.9,high,1248.0,Sedan,74.0
Mercedes-Benz New C-Class 220 Cdi At,Coimbatore,2017,32324,Diesel,Automatic,First,5,,30.5,HC7T,Mercedes-Benz,8,0.0009436,,14.84,medium,2143.0,SUV,170.0
Honda City 1.5 S Mt,Mumbai,2011,49999,Petrol,Manual,First,5,,3.8,JB4C,Honda,14,7.6e-05,,17.0,high,1497.0,Sedan,118.0
Tata Sumo Ex,Bangalore,2014,66000,Diesel,Manual,First,7,,4.45,5CD3,Tata,11,6.74e-05,,15.3,high,2956.0,Luxury Car,83.8
Hyundai I20 Magna,Delhi,2012,54000,Petrol,Manual,First,5,,3.3,CLLV,Hyundai,13,6.11e-05,,18.5,high,1197.0,Hatchback,82.85
Fiat Linea 1.3 Dynamic,Jaipur,2009,80000,Diesel,Manual,Second,5,,1.75,T1XM,Fiat,16,2.19e-05,,20.4,high,1248.0,Sedan,91.2
Honda Civic 2006-2010 1.8 V At,Bangalore,2011,72000,Petrol,Automatic,Second,5,,5.5,4GQV,Honda,14,7.64e-05,,12.9,medium,1799.0,SUV,130.0
Hyundai Creta 1.6 Sx Plus Diesel,Pune,2017,44865,Diesel,Manual,First,5,,13.35,QA8R,Hyundai,8,0.0002976,,19.67,high,1582.0,Sedan,126.2
Audi A3 35 Tdi Technology,Delhi,2017,22000,Diesel,Automatic,Second,5,,22.5,JI5I,Audi,8,0.0010227,,20.38,high,1968.0,SUV,143.0
Hyundai Verna Vtvt 1.6 Sx Option,Delhi,2013,57478,Petrol,Manual,Second,5,13.59 Lakh,5.25,L2T5,Hyundai,12,9.13e-05,,17.0,high,1591.0,Sedan,121.3
Hyundai I20 1.4 Crdi Magna,Hyderabad,2011,75000,Diesel,Manual,First,5,,3.75,71TV,Hyundai,14,5e-05,,21.9,high,1396.0,Sedan,90.0
Honda Mobilio S I Dtec,Kochi,2015,50624,Diesel,Manual,First,7,,6.32,I6KM,Honda,10,0.0001248,,24.2,high,1498.0,Sedan,98.6
Hyundai Verna 1.6 Sx Crdi (O) At,Bangalore,2018,75000,Diesel,Automatic,First,5,,7.75,1WRH,Hyundai,7,0.0001033,,22.32,high,1582.0,Sedan,126.32
Ford Fiesta 1.6 Zxi Duratec,Chennai,2006,87000,Petrol,Manual,Second,5,,1.37,Q5NZ,Ford,19,1.57e-05,,15.3,high,1596.0,Sedan,101.0
Hyundai I10 Sportz 1.2,Mumbai,2010,62000,Petrol,Manual,First,5,,2.1,LNEI,Hyundai,15,3.39e-05,,20.36,high,1197.0,Hatchback,78.9
Maruti Vitara Brezza Zdi,Hyderabad,2016,41372,Diesel,Manual,First,5,11.02 Lakh,9.3,BPGP,Maruti,9,0.0002248,,24.3,high,1248.0,Sedan,88.5
Toyota Innova 2.5 Vx (Diesel) 7 Seater,Ahmedabad,2015,70000,Diesel,Manual,First,7,,12.0,BZMX,Toyota,10,0.0001714,,12.99,medium,2494.0,SUV,100.6
Mercedes-Benz Gla Class 200 D Sport,Pune,2017,35000,Diesel,Automatic,First,5,41.94 Lakh,23.5,1K3N,Mercedes-Benz,8,0.0006714,,17.9,high,2143.0,SUV,136.0
Maruti Alto Lxi Bsiii,Hyderabad,2006,71993,Petrol,Manual,First,5,,1.8,O7NP,Maruti,19,2.5e-05,,19.7,high,796.0,Hatchback,46.3
Mercedes-Benz New C-Class C 220 Cdi Elegance At,Chennai,2013,62000,Diesel,Automatic,Second,5,,12.5,01ZO,Mercedes-Benz,12,0.0002016,,14.84,medium,2143.0,SUV,170.0
Maruti Swift Ldi,Delhi,2015,51000,Diesel,Manual,First,5,,4.74,YBMJ,Maruti,10,9.29e-05,,22.9,high,1248.0,Sedan,74.0
Hyundai Grand I10 Sportz,Kochi,2016,26038,Petrol,Manual,First,5,,5.43,GAP0,Hyundai,9,0.0002085,,18.9,high,1197.0,Hatchback,82.0
Toyota Fortuner 4X4 At,Kochi,2018,37713,Diesel,Automatic,Second,7,,31.62,V71C,Toyota,7,0.0008384,,12.55,medium,2982.0,Luxury Car,168.5
Toyota Innova 2.0 Gx 8 Str,Kolkata,2011,78088,Petrol,Manual,First,8,,6.3,SKKE,Toyota,14,8.07e-05,,12.4,medium,1998.0,SUV,132.0
Ford Ecosport 1.5 Tdci Titanium,Kochi,2017,30453,Diesel,Manual,First,5,,8.45,V4NZ,Ford,8,0.0002775,,22.77,high,1498.0,Sedan,98.59
Ford Figo 1.2P Titanium Mt,Pune,2016,54000,Petrol,Manual,First,5,,5.0,G0DW,Ford,9,9.26e-05,,18.16,high,1196.0,Hatchback,86.8
Toyota Fortuner 3.0 Diesel,Chennai,2011,190000,Diesel,Manual,First,7,,13.0,2Z32,Toyota,14,6.84e-05,,11.5,medium,2982.0,Luxury Car,171.0
Maruti Swift Dzire Vxi,Hyderabad,2012,65097,Petrol,Manual,First,5,,4.7,AHAQ,Maruti,13,7.22e-05,,19.1,high,1197.0,Hatchback,85.8
Bmw 7 Series 740Li,Coimbatore,2018,28060,Petrol,Automatic,First,5,,93.67,1Z3A,Bmw,7,0.0033382,,12.05,medium,2979.0,Luxury Car,320.0
Skoda Superb 1.8 Tsi Mt,Pune,2012,282000,Petrol,Manual,First,5,,3.3,JMJX,Skoda,13,1.17e-05,,13.14,medium,1798.0,SUV,160.0
Maruti Wagon R Lxi Minor,Jaipur,2009,111000,Petrol,Manual,Second,5,,1.51,L643,Maruti,16,1.36e-05,,18.9,high,1061.0,Hatchback,67.0
Renault Duster 110Ps Diesel Rxz,Kochi,2013,63295,Diesel,Manual,First,5,,6.09,PERB,Renault,12,9.62e-05,,19.01,high,1461.0,Sedan,108.45
Maruti Ciaz Vxi Plus,Mumbai,2015,35770,Petrol,Manual,First,5,,5.95,MYSU,Maruti,10,0.0001663,,20.73,high,1373.0,Sedan,91.1
Hyundai Elantra Crdi Sx,Hyderabad,2012,125928,Diesel,Manual,First,5,,9.0,HW8W,Hyundai,13,7.15e-05,,22.7,high,1582.0,Sedan,126.24
Skoda Rapid 1.5 Tdi At Elegance,Kolkata,2015,45000,Diesel,Automatic,First,5,,4.25,PIVW,Skoda,10,9.44e-05,,21.66,high,1498.0,Sedan,103.52
Mercedes-Benz New C-Class C 220 Cdi Elegance At,Hyderabad,2013,21000,Diesel,Automatic,First,5,,23.5,95N8,Mercedes-Benz,12,0.001119,,14.84,medium,2143.0,SUV,170.0
Honda Accord 2.4 A/T,Mumbai,2011,54774,Petrol,Automatic,First,5,,6.35,8XLR,Honda,14,0.0001159,,11.7,medium,2354.0,SUV,177.6
Maruti Celerio Vxi,Chennai,2014,41123,Petrol,Manual,First,5,,3.4,14AR,Maruti,11,8.27e-05,,23.1,high,998.0,Hatchback,67.04
Bmw 7 Series 740Li,Bangalore,2017,17465,Petrol,Automatic,First,5,,93.0,IQJ1,Bmw,8,0.0053249,,12.05,medium,2979.0,Luxury Car,320.0
Bmw 3 Series 320D Sport,Chennai,2014,48000,Diesel,Automatic,First,5,,21.6,33UV,Bmw,11,0.00045,,22.69,high,1995.0,SUV,190.0
Volkswagen Vento Diesel Trendline,Chennai,2011,173000,Diesel,Manual,First,5,,4.0,1Z06,Volkswagen,14,2.31e-05,,20.54,high,1598.0,Sedan,103.6
Maruti Swift Dzire Tour Ldi,Pune,2018,12000,Diesel,Manual,First,5,,5.5,96MX,Maruti,7,0.0004583,,23.4,high,1248.0,Sedan,74.0
Land Rover Freelander 2 Se,Mumbai,2012,34000,Diesel,Automatic,First,5,,19.25,M4LG,Land Rover,13,0.0005662,,12.39,medium,2179.0,SUV,147.51
Hyundai I20 1.4 Crdi Magna,Hyderabad,2012,71360,Diesel,Manual,First,5,,3.95,N04D,Hyundai,13,5.54e-05,,21.9,high,1396.0,Sedan,90.0
Maruti Dzire Vdi,Mumbai,2012,74000,Diesel,Manual,Second,5,8.94 Lakh,4.25,PP07,Maruti,13,5.74e-05,,28.4,high,1248.0,Sedan,73.75
Jeep Compass 2.0 Longitude,Kochi,2018,28937,Diesel,Manual,First,5,21.38 Lakh,17.02,3TWQ,Jeep,7,0.0005882,,17.1,high,1956.0,SUV,170.0
Maruti Ertiga Vdi,Hyderabad,2012,82085,Diesel,Manual,First,7,,6.5,GDE4,Maruti,13,7.92e-05,,20.77,high,1248.0,Sedan,88.76
Ford Figo Petrol Zxi,Bangalore,2011,68465,Petrol,Manual,First,5,,2.95,CUI7,Ford,14,4.31e-05,,15.6,high,1196.0,Hatchback,70.0
Toyota Corolla Altis 1.4 Dg,Coimbatore,2013,63854,Diesel,Manual,First,5,19.27 Lakh,7.12,OR90,Toyota,12,0.0001115,,21.43,high,1364.0,Sedan,86.79
Maruti Vitara Brezza Zdi Plus Amt Dual Tone,Chennai,2018,3000,Diesel,Automatic,First,5,12.88 Lakh,11.25,H4I2,Maruti,7,0.00375,,24.3,high,1248.0,Sedan,88.5
Honda City 1.5 S Mt,Delhi,2009,65055,Petrol,Manual,First,5,,2.75,ZFAT,Honda,16,4.23e-05,,17.0,high,1497.0,Sedan,118.0
Mahindra Scorpio S10 4Wd,Hyderabad,2015,120000,Diesel,Manual,First,7,,12.0,JYFE,Mahindra,10,0.0001,,15.4,high,2179.0,SUV,120.0
Hyundai Xcent 1.2 Vtvt Sx,Mumbai,2014,64241,Petrol,Manual,First,5,8.27 Lakh,3.67,0QHM,Hyundai,11,5.71e-05,,20.14,high,1197.0,Hatchback,81.86
Mercedes-Benz E-Class 220 Cdi,Pune,2001,121000,Diesel,Manual,First,5,,5.0,YFQE,Mercedes-Benz,24,4.13e-05,,15.0,medium,2148.0,SUV,127.9431071655041
Mahindra Renault Logan 1.4 Glx Petrol,Pune,2008,2200,Petrol,Manual,First,5,,2.3,3ESH,Mahindra,17,0.0010455,,15.7,high,1390.0,Sedan,75.0
Skoda Octavia 1.9 Tdi,Pune,2008,88123,Diesel,Manual,First,5,,2.2,A5MW,Skoda,17,2.5e-05,,18.7,high,1896.0,SUV,66.0
Mercedes-Benz Gl-Class 2007 2012 350 Cdi Luxury,Pune,2014,79000,Diesel,Automatic,First,7,,41.0,5OH5,Mercedes-Benz,11,0.000519,,12.0,medium,2987.0,Luxury Car,224.0
Bmw X1 Sdrive 20D Xline,Bangalore,2016,28143,Diesel,Automatic,First,5,48.18 Lakh,28.5,DZZ7,Bmw,9,0.0010127,,20.68,high,1995.0,SUV,190.0
Volkswagen Vento 2013-2015 1.6 Comfortline,Mumbai,2015,23001,Petrol,Manual,First,5,,5.49,165F,Volkswagen,10,0.0002387,,15.04,high,1598.0,Sedan,103.2
Audi A4 2.0 Tdi,Ahmedabad,2013,82002,Diesel,Automatic,Second,5,,17.5,PO72,Audi,12,0.0002134,,16.55,high,1968.0,SUV,147.51
Ford Ikon 1.4 Tdci Duratorq,Bangalore,2009,75000,Diesel,Manual,First,5,,1.99,ACZW,Ford,16,2.65e-05,,13.8,medium,1399.0,Sedan,68.0
Hyundai Verna 1.6 Crdi Ex Mt,Kochi,2016,37451,Diesel,Manual,First,5,,6.64,T4CP,Hyundai,9,0.0001773,,22.32,high,1582.0,Sedan,126.3
Toyota Innova Crysta 2.4 Vx Mt,Hyderabad,2017,67000,Diesel,Manual,First,7,22.87 Lakh,16.5,9HYJ,Toyota,8,0.0002463,,13.68,medium,2393.0,SUV,147.8
Hyundai Grand I10 Asta Option,Pune,2016,25000,Petrol,Manual,First,5,,5.0,975J,Hyundai,9,0.0002,,18.9,high,1197.0,Hatchback,82.0
Volkswagen Ameo 1.2 Mpi Comfortline,Mumbai,2017,12000,Petrol,Manual,First,5,,5.4,U17P,Volkswagen,8,0.00045,,17.0,high,1198.0,Hatchback,73.75
Renault Kwid Rxt,Kolkata,2017,25000,Petrol,Manual,First,5,,2.99,W227,Renault,8,0.0001196,,25.17,high,799.0,Hatchback,53.3
Honda City 1.5 S Mt,Jaipur,2011,95936,Petrol,Manual,First,5,,4.1,B9W8,Honda,14,4.27e-05,,17.0,high,1497.0,Sedan,118.0
Hyundai Grand I10 1.2 Kappa Magna At,Kochi,2018,5354,Petrol,Automatic,First,5,7.37 Lakh,6.76,SKHK,Hyundai,7,0.0012626,,18.9,high,1197.0,Hatchback,81.86
Volkswagen Polo 1.0 Mpi Comfortline,Chennai,2016,42000,Petrol,Manual,Second,5,7.33 Lakh,5.5,OOO8,Volkswagen,9,0.000131,,18.78,high,999.0,Hatchback,75.0
Maruti Swift Vdi Bsiv,Coimbatore,2014,44282,Diesel,Manual,First,5,,5.99,FOLO,Maruti,11,0.0001353,,25.2,high,1248.0,Sedan,74.0
Nissan Sunny 2011-2014 Diesel Xv,Delhi,2012,70000,Diesel,Manual,First,5,,2.59,40CY,Nissan,13,3.7e-05,,21.64,high,1461.0,Sedan,84.8
Jaguar Xf 2.2 Litre Luxury,Mumbai,2013,31400,Diesel,Automatic,First,5,,26.75,J1E4,Jaguar,12,0.0008519,,16.36,high,2179.0,SUV,187.7
Maruti Ciaz Zdi Shvs,Pune,2016,50000,Diesel,Manual,First,5,,8.5,6XCW,Maruti,9,0.00017,,28.09,high,1248.0,Sedan,88.5
Audi Q5 2008-2012 2.0 Tdi,Bangalore,2011,53000,Diesel,Automatic,First,5,,23.0,R6N1,Audi,14,0.000434,,12.8,medium,1968.0,SUV,167.6
Ford Figo Petrol Zxi,Pune,2014,21727,Petrol,Manual,First,5,,3.35,LWBP,Ford,11,0.0001542,,15.6,high,1196.0,Hatchback,70.02
Hyundai Santa Fe 4X4 At,Bangalore,2012,43000,Diesel,Automatic,Second,7,,10.75,ULEL,Hyundai,13,0.00025,,11.72,medium,2199.0,SUV,194.3
Mahindra Scorpio Vlx 2Wd Airbag Bsiv,Kolkata,2013,75000,Diesel,Manual,First,8,,6.29,A9C1,Mahindra,12,8.39e-05,,12.05,medium,2179.0,SUV,120.0
Renault Duster 110Ps Diesel Rxl,Bangalore,2014,73557,Diesel,Manual,First,5,,7.75,6ZVW,Renault,11,0.0001054,,19.6,high,1461.0,Sedan,108.45
Audi A4 New 2.0 Tdi Multitronic,Delhi,2012,44555,Diesel,Automatic,First,5,,13.5,RKIN,Audi,13,0.000303,,15.2,high,1968.0,SUV,140.8
Maruti Eeco 7 Seater Standard,Coimbatore,2013,54885,Petrol,Manual,First,7,4.98 Lakh,3.75,UFZW,Maruti,12,6.83e-05,,15.1,high,1196.0,Hatchback,73.0
Mahindra Xylo E4,Mumbai,2011,76000,Diesel,Manual,Second,7,,3.75,4CBN,Mahindra,14,4.93e-05,,14.0,medium,2498.0,SUV,112.0
Maruti Wagon R Lxi,Jaipur,2006,101000,Petrol,Manual,Second,5,,1.5,1B01,Maruti,19,1.49e-05,,18.9,high,998.0,Hatchback,67.1
Maruti Wagon R Lxi Bsiii,Chennai,2005,66000,Petrol,Manual,First,5,,1.45,BQJD,Maruti,20,2.2e-05,,14.0,medium,1061.0,Hatchback,64.0
Maruti Sx4 Zxi Mt Bsiv,Coimbatore,2013,84360,Petrol,Manual,First,5,,4.12,GO5A,Maruti,12,4.88e-05,,15.5,high,1586.0,Sedan,103.3
Toyota Innova Crysta 2.4 Vx Mt,Mumbai,2016,25121,Diesel,Manual,First,7,23.06 Lakh,17.11,6LIT,Toyota,9,0.0006811,,13.68,medium,2393.0,SUV,147.8
Toyota Innova 2.5 G (Diesel) 7 Seater,Pune,2015,100000,Diesel,Manual,Second,7,,10.25,A8FZ,Toyota,10,0.0001025,,12.99,medium,2494.0,SUV,100.6
Volkswagen Polo Diesel Trendline 1.2L,Kolkata,2011,66035,Diesel,Manual,First,5,,2.49,W8X7,Volkswagen,14,3.77e-05,,22.07,high,1199.0,Hatchback,73.9
Toyota Etios G,Pune,2015,190000,Petrol,Manual,Second,5,,3.85,WTIP,Toyota,10,2.03e-05,,16.78,high,1496.0,Sedan,88.73
